ID	SEX	BIRTH	DOD	REMOVE DATE	DAM	SIRE	BEHAVIORAL MOM	CS STATUS	GROUP AT BIRTH	CS BIRTH SEASON	Comments
I167K6	m	08/08/2015		09/12/2015			7K6	Remove	V	2016	
I161G2	m	08/08/2015					1G2	IN CS	V	2016	
I1674K	f	08/08/2015					74K	IN CS	S	2016	
I163F7	m	09/08/2015					3F7	IN CS	KK	2016	
I165C6	f	09/08/2015					5C6	IN CS	V	2016	
I168F0	f	09/08/2015					8F0	IN CS	R	2016	
I169N0	f	09/08/2015					9N0	IN CS	HH	2016	
I1688N	m	10/08/2015					88N	IN CS	S	2016	
I169L6	f	10/08/2015					9L6	IN CS	S	2016	
I167E3	f	11/08/2015	17/09/2015				7E3	Dead	HH	2016	
I160I6-1	m	11/08/2015					0I6	IN CS	F	2016	
I160I6-2	f	11/08/2015					0I6	IN CS	F	2016	
I167F2	m	11/08/2015					7F2	IN CS	R	2016	
I167G6	m	12/08/2015	22/09/2015				7G6	Dead	S	2016	
I160C6	f	12/08/2015					0C6	IN CS	MM	2016	
I161G0	m	12/08/2015					1G0	IN CS	V	2016	
I1631V	f	12/08/2015					31V	IN CS	R	2016	
I164E0	f	12/08/2015					4E0	IN CS	R	2016	
I161K3	f	13/08/2015					1K3	IN CS	MM	2016	
I162H3	f	13/08/2015					2H3	IN CS	F	2016	
I165M3	f	13/08/2015					5M3	IN CS	R	2016	
I166K1	f	13/08/2015					6K1	IN CS	MM	2016	
I168J6	m	13/08/2015					8J6	IN CS	F	2016	
I169C1	f	13/08/2015					9C1	IN CS	V	2016	
I165M2	f	14/08/2015		30/10/2015			5M2	Remove	KK	2016	
I165M9	f	14/08/2015					5M9	IN CS	R	2016	
I169L7	f	14/08/2015					9L7	IN CS	R	2016	
I161N4	m	15/08/2015		01/12/2015			1N4	Remove	V	2016	
I160M3	f	15/08/2015	18/05/2016				0M3	Dead	V	2016	
I162J8	m	15/08/2015					2J8	IN CS	F	2016	
I1633V	f	15/08/2015					33V	IN CS	R	2016	
I163B1	f	15/08/2015					3B1	IN CS	R	2016	
I164I9	m	15/08/2015					4I9	IN CS	HH	2016	
I167N7	m	16/08/2015					7N7	IN CS	MM	2016	
I168E2	f	16/08/2015					8E2	IN CS	HH	2016	
I169C2	u	17/08/2015	04/09/2015				9C2	Dead	MM	2016	
I163M1	f	17/08/2015	07/10/2015				3M1	Dead	KK	2016	
I1625P	f	17/08/2015					25P	IN CS	KK	2016	
I162A8	m	17/08/2015					2A8	IN CS	F	2016	
I162G2	m	17/08/2015					2G2	IN CS	V	2016	
I164F1	m	17/08/2015					4F1	IN CS	KK	2016	
I160G3	m	18/08/2015					0G3	IN CS	HH	2016	
I160I5	f	18/08/2015					0I5	IN CS	F	2016	
I161G1	f	18/08/2015					1G1	IN CS	V	2016	
I1676l	m	18/08/2015					76L	IN CS	R	2016	
I1683Z	f	18/08/2015					83Z	IN CS	KK	2016	
I169G3	m	18/08/2015					9G3	IN CS	F	2016	
I169M9	f	18/08/2015					9M9	IN CS	V	2016	
I161L8	f	19/08/2015					1L8	IN CS	HH	2016	
I1648V	m	19/08/2015					48V	IN CS	HH	2016	
I164A9	f	19/08/2015					4A9	IN CS	S	2016	
I168F3	m	19/08/2015					8F3	IN CS	F	2016	
I169I6	f	19/08/2015					9I6	IN CS	F	2016	
I163J5	m	20/08/2015	24/08/2015				3J5	Dead	R	2016	
I161A3	m	20/08/2015					1A3	IN CS	F	2016	
I161L5	f	20/08/2015					1L5	IN CS	F	2016	
I1636O	f	20/08/2015					36O	IN CS	HH	2016	
I163A7	f	20/08/2015					3A7	IN CS	R	2016	
I166D4	f	20/08/2015					6D4	IN CS	KK	2016	
I166M9	m	20/08/2015					6M9	IN CS	S	2016	
I167I8	f	20/08/2015					7I8	IN CS	KK	2016	
I160A2	m	21/08/2015	06/11/2015				0A2	Dead	R	2016	
I160L2	f	22/08/2015		12/11/2015			0L2	Remove	R	2016	
I162F3	m	22/08/2015					2F3	IN CS	S	2016	
I166L1	m	22/08/2015					6L1	IN CS	KK	2016	
I163G3	f	23/08/2015					3G3	IN CS	KK	2016	
I164C5	f	23/08/2015					4C5	IN CS	V	2016	
I164H3	f	23/08/2015					4H3	IN CS	S	2016	
I1655R	m	23/08/2015					55R	IN CS	HH	2016	
I168A3	m	23/08/2015					8A3	IN CS	R	2016	
I168J0	f	23/08/2015					8J0	IN CS	MM	2016	
I1616Z-K	u	24/08/2015	24/08/2015				16Z	Dead	R	2016	
I162M2	f	24/08/2015	02/09/2015				2M2	Dead	KK	2016	
I1603Z	m	24/08/2015					03Z	IN CS	HH	2016	
I162F2	f	24/08/2015					2F2	IN CS	KK	2016	
I163D4	f	24/08/2015					3D4	IN CS	S	2016	
I165M5	m	24/08/2015					5M5	IN CS	KK	2016	
I168H1	m	24/08/2015					8H1	IN CS	MM	2016	
I166H6	m	25/08/2015	13/01/2016				6H6	Dead	HH	2016	
I1630J	f	25/08/2015					30J	IN CS	V	2016	
I164M6	m	26/08/2015		17/11/2015			4M6	Remove	R	2016	
I169M3	m	26/08/2015		17/11/2015			9M3	Remove	F	2016	
I1643J-K	m	26/08/2015	08/09/2015				43J	Dead	F	2016	
I161C5	f	26/08/2015					1C5	IN CS	KK	2016	
I162C3	m	26/08/2015					2C3	IN CS	KK	2016	
I162L8	m	26/08/2015					2L8	IN CS	F	2016	
I1634Z	m	26/08/2015					34Z	IN CS	MM	2016	
I163F4	m	26/08/2015					3F4	IN CS	R	2016	
I168N7	f	26/08/2015					8N7	IN CS	F	2016	
I1691V	f	26/08/2015					91V	IN CS	R	2016	
I169E8	f	26/08/2015					9E8	IN CS	V	2016	
I169I7	f	26/08/2015					9I7	IN CS	HH	2016	
I162A7	m	27/08/2015	11/04/2016				2A7	Dead	F	2016	
I160K7	m	28/08/2015					0K7	IN CS	F	2016	
I161H6	f	28/08/2015					1H6	IN CS	F	2016	
I162D4	f	28/08/2015					2D4	IN CS	S	2016	
I162J7	m	28/08/2015					2J7	IN CS	KK	2016	
I164H0	f	28/08/2015					4H0	IN CS	R	2016	
I1638Z	f	29/08/2015					38Z	IN CS	S	2016	
I1644V	m	29/08/2015					44V	IN CS	KK	2016	
I164A5	m	29/08/2015					4A5	IN CS	R	2016	
I165D9	m	29/08/2015					5D9	IN CS	MM	2016	
I166B0	f	29/08/2015					6B0	IN CS	R	2016	
I166C2	f	29/08/2015					6C2	IN CS	KK	2016	
I166D6	f	29/08/2015					6D6	IN CS	KK	2016	
I166K9	f	29/08/2015					6K9	IN CS	R	2016	
I167A6	f	29/08/2015					7A6	IN CS	R	2016	
I167F0	m	29/08/2015					7F0	IN CS	KK	2016	
I168A5	m	30/08/2015	22/02/2016				8A5	Dead	R	2016	
I1614E	f	30/08/2015					14E	IN CS	V	2016	
I161E0	m	30/08/2015					1E0	IN CS	MM	2016	
I1679Z	m	30/08/2015					79Z	IN CS	F	2016	
I167A8	f	30/08/2015					7A8	IN CS	R	2016	
I160B4	m	31/08/2015					0B4	IN CS	R	2016	
I160B6	m	31/08/2015					0B6	IN CS	KK	2016	
I160M4	m	31/08/2015					0M4	IN CS	V	2016	
I161G4	f	31/08/2015					1G4	IN CS	V	2016	
I167L0	f	31/08/2015					7L0	IN CS	HH	2016	
I1687K	m	31/08/2015					87K	IN CS	MM	2016	
I1614Z	f	01/09/2015					14Z	IN CS	R	2016	
I160L7	f	02/09/2015					0L7	IN CS	R	2016	
I162E9	f	02/09/2015					2E9	IN CS	HH	2016	
I162G3	m	03/09/2015					2G3	IN CS	V	2016	
I1654N	f	06/09/2015					54N	IN CS	R	2016	
I166B4	f	06/09/2015					6B4	IN CS	HH	2016	
I1685V	m	06/09/2015					85V	IN CS	R	2016	
I160A4	m	07/09/2015					0A4	IN CS	F	2016	
I161I7	m	08/09/2015					1I7	IN CS	V	2016	
I167A9	f	08/09/2015					7A9	IN CS	S	2016	
I161B0	f	09/09/2015					1B0	IN CS	V	2016	
I1662H	m	12/09/2015	05/03/2016				62H	Dead	F	2016	
I163A9	m	12/09/2015					3A9	IN CS	HH	2016	
I163F8	f	13/09/2015					3F8	IN CS	R	2016	
I1673C	f	14/09/2015					73C	IN CS	HH	2016	
I165K7	f	15/09/2015					5K7	IN CS	F	2016	
I167J8	m	15/09/2015					7J8	IN CS	F	2016	
I165C4	m	16/09/2015					5C4	IN CS	R	2016	
I163D1	f	17/09/2015					3D1	IN CS	S	2016	
I1651T	f	17/09/2015					51T	IN CS	R	2016	
I167N1	m	18/09/2015		02/12/2015			7N1	Remove	F	2016	
I1620S	f	18/09/2015					20S	IN CS	HH	2016	
I163E2	f	18/09/2015					3E2	IN CS	F	2016	
I162B1	m	20/09/2015					2B1	IN CS	S	2016	
I162G4	m	20/09/2015					2G4	IN CS	V	2016	
I1615E	m	20/09/2015	26/09/2016				15E	Dead	V	2016	
I161C7	f	21/09/2015					1C7	IN CS	KK	2016	
I162E4	f	21/09/2015					2E4	IN CS	V	2016	
I164C1	m	22/09/2015					4C1	IN CS	F	2016	
I1697R	m	22/09/2015					97R	IN CS	S	2016	
I165N8	m	23/09/2015					5N8	IN CS	V	2016	
I1676J	f	23/09/2015					76J	IN CS	KK	2016	
I167B7	m	23/09/2015					7B7	IN CS	F	2016	
I165N1	m	24/09/2015	03/06/2016				5N1	Dead	HH	2016	
I1682Z	m	24/09/2015					82Z	IN CS	S	2016	
I1661J	f	25/09/2015					61J	IN CS	F	2016	
I1634N	f	26/09/2015					34N	IN CS	F	2016	
I1616S	f	27/09/2015					16S	IN CS	HH	2016	
I162M7	f	28/09/2015		10/11/2015			2M7	Remove	KK	2016	
I1686Z	f	28/09/2015					86Z	IN CS	KK	2016	
I165H4	u	29/09/2015	29/09/2015				5H4	Stillbirth	KK	2016	
I1613H	m	29/09/2015					13H	IN CS	V	2016	
I164B2	m	02/10/2015					4B2	IN CS	R	2016	
I164C9	f	03/10/2015					4C9	IN CS	V	2016	
I1698V	m	03/10/2015					98V	IN CS	S	2016	
I162L9	m	04/10/2015	06/10/2015				2L9	Dead	F	2016	
I1682V	f	04/10/2015	08/07/2016				82V	Dead	S	2016	
I163J4	m	08/10/2015					3J4	IN CS	S	2016	
I1663V	f	08/10/2015					63V	IN CS	F	2016	
I165L8	m	09/10/2015					5L8	IN CS	V	2016	
I1651Z	m	10/10/2015					51Z	IN CS	V	2016	
I1622H	f	15/10/2015					22H	IN CS	HH	2016	
I1676J-K	m	16/10/2015					76J	IN CS	KK	2016	
I1693Z	m	17/10/2015					93Z	IN CS	MM	2016	
I160A9	f	20/10/2015					0A9	IN CS	F	2016	
I160F0	f	20/10/2015					0F0	IN CS	V	2016	
I1698J	m	23/10/2015					98J	IN CS	V	2016	
I169I8	m	23/10/2015					9I8	IN CS	KK	2016	
I164D5	m	27/10/2015					4D5	IN CS	R	2016	
I1653E	m	29/10/2015					53E	IN CS	F	2016	
I1682A	f	30/10/2015					82A	IN CS	F	2016	
I1636Z	m	01/11/2015					36Z	IN CS	MM	2016	
I162D1	m	05/11/2015					2D1	IN CS	S	2016	
I1681E	f	10/11/2015	16/12/2015				81E	Dead	V	2016	
I161K2	m	20/11/2015					1K2	IN CS	V	2016	
I1678T-1	f	20/11/2015					78T	IN CS	F	2016	
I1678T-2	f	20/11/2015					78T	IN CS	F	2016	
I163E7	f	21/11/2015					3E7	IN CS	F	2016	
I1657H	f	27/11/2015					57H	IN CS	F	2016	
I1609Z	f	04/12/2015					09Z	IN CS	R	2016	
I164A0	f	05/12/2015					4A0	IN CS	R	2016	
I1669O	u	14/12/2015	14/12/2015				69O	Dead	R	2016	
I169J5	f	29/12/2015					9J5	IN CS	R	2016	
I155H6	f	09/06/2014	09/06/2014				5H6	Stillbirth	S	2015	
I1592D	m	02/07/2014	02/07/2014				92D	Stillbirth	F	2015	
4T2	m	02/07/2014					62R	IN CS	KK	2015	
6S4	f	05/07/2014					0B5	IN CS	R	2015	
2T7	m	06/07/2014					0K2	IN CS	F	2015	
3T1	m	06/07/2014					4F1	IN CS	KK	2015	
0T2	m	07/07/2014					1K5	IN CS	F	2015	
3T0	m	07/07/2014					5F7	IN CS	R	2015	
0U1	f	08/07/2014					1K0	IN CS	F	2015	
8T5	m	09/07/2014					6D4	IN CS	KK	2015	
5T1	f	11/07/2014					7D8	IN CS	F	2015	
3T4	m	12/07/2014					4C1	IN CS	F	2015	
4U2	m	13/07/2014					1E7	IN CS	R	2015	
7S4	f	14/07/2014					0G2	IN CS	R	2015	
7T2	f	14/07/2014					1E6	IN CS	R	2015	
7U1	m	14/07/2014					7J7	IN CS	KK	2015	
8U4	f	15/07/2014					86Z	IN CS	KK	2015	
3T9	f	18/07/2014					9C5	IN CS	KK	2015	
5T2	f	18/07/2014					9D8	IN CS	F	2015	
5S8	m	20/07/2014					3F4	IN CS	R	2015	
I15V80	f	22/07/2014	29/07/2014				V80	Dead	HH	2015	
I150K8	m	22/07/2014	09/09/2014				0K8	Dead	KK	2015	
1T7	f	22/07/2014					8I9	IN CS	KK	2015	
I1521H	m	23/07/2014	04/08/2014				21H	Dead	KK	2015	
1T5	m	23/07/2014					2C4	IN CS	KK	2015	
9T9	m	26/07/2014					2J8	IN CS	F	2015	
7U3	f	27/07/2014					1J7	IN CS	F	2015	
9S7	m	28/07/2014					52P	IN CS	F	2015	
6S3	f	28/07/2014	17/11/2015				2J7	Dead	KK	2015	
6S2	m	29/07/2014					7F0	IN CS	KK	2015	
9T4	f	29/07/2014					16Z	IN CS	R	2015	
I157E0	f	30/07/2014	31/12/2014				7E0	Dead	HH	2015	
I151K3	f	31/07/2014	31/12/2014				1K3	Dead	MM	2015	
2U1	f	31/07/2014					1G4	IN CS	V	2015	
5T0	f	02/08/2014					9A4	IN CS	F	2015	
6S9	m	02/08/2014					77S	IN CS	HH	2015	
I1581I	f	03/08/2014	15/08/2014				81I	Dead	S	2015	
I154C2	m	03/08/2014	31/12/2014				4C2	Dead	F	2015	
I155K3	m	03/08/2014	31/12/2014				5K3	Dead	F	2015	
0T4	f	03/08/2014					6C5	IN CS	MM	2015	
6T1	f	03/08/2014					8B0	IN CS	F	2015	
I155K4	m	05/08/2014	31/12/2014				5K4	Dead	F	2015	
2T0	m	06/08/2014					6L1	IN CS	KK	2015	
I157G6	m	07/08/2014	31/12/2014				7G6	Dead	S	2015	
I156C3	m	08/08/2014	08/08/2014				6C3	Dead	F	2015	
9U1	m	08/08/2014					59A	IN CS	F	2015	
9U2	f	08/08/2014					5K1	IN CS	F	2015	
I156K1	f	09/08/2014	31/12/2014				6K1	Dead	MM	2015	
I159J5	m	10/08/2014	14/08/2014				9J5	Dead	R	2015	
8S3	f	10/08/2014					77S	IN CS	HH	2015	
8U9	f	10/08/2014					78T	IN CS	F	2015	
0U4	f	11/08/2014					42L	IN CS	F	2015	
3T8	m	11/08/2014		09/12/2015			82Z	Remove	S	2015	
I1549V	m	12/08/2014	08/12/2014				49V	Dead	KK	2015	
3T3	f	12/08/2014					24V	IN CS	KK	2015	
3U5	f	12/08/2014					2E4	IN CS	V	2015	
7S3	m	12/08/2014					4I1	IN CS	R	2015	
7S8	f	12/08/2014					9L7	IN CS	R	2015	
7T0	f	12/08/2014					53E	IN CS	KK	2015	
8U0	m	12/08/2014					3H0	IN CS	V	2015	
8U3	f	12/08/2014					6J0	IN CS	MM	2015	
I1593T	m	13/08/2014	18/08/2014				93T	Dead	V	2015	
I152I3	f	13/08/2014	25/08/2014				2I3	Dead	V	2015	
0T8	f	13/08/2014					0B6	IN CS	KK	2015	
5S4	m	13/08/2014					37V	IN CS	KK	2015	
5U7	m	13/08/2014					6C0	IN CS	F	2015	
9T1	f	13/08/2014					2H3	IN CS	F	2015	
I150G5	m	14/08/2014	14/08/2014				0G5	Stillbirth	F	2015	
I153A2	m	14/08/2014	15/08/2014				3A2	Dead	KK	2015	
2T5	f	14/08/2014					2C3	IN CS	KK	2015	
5T7	f	14/08/2014					29Z	IN CS	F	2015	
7T4	f	14/08/2014					2E9	IN CS	HH	2015	
8S1	f	14/08/2014					2E8	IN CS	HH	2015	
I1521H-K	m	15/08/2014	18/08/2014				21H	Dead	KK	2015	
0T3	m	15/08/2014					2A2	IN CS	F	2015	
0T7	m	15/08/2014					1L2	IN CS	F	2015	
3U4	f	15/08/2014					3D9	IN CS	V	2015	
3U9	m	15/08/2014					1E2	IN CS	KK	2015	
9T6	m	15/08/2014					3F6	IN CS	R	2015	
3T7	f	15/08/2014		09/12/2015			4H3	Remove	S	2015	
I1556R	f	16/08/2014	31/12/2014				56R	Dead	HH	2015	
0U5	f	16/08/2014					34N	IN CS	F	2015	
2T8	m	16/08/2014					4A0	IN CS	R	2015	
5S1	m	16/08/2014					2F2	IN CS	KK	2015	
5T5	f	16/08/2014					0K7	IN CS	F	2015	
I1543J	m	17/08/2014	25/08/2014				43J	Dead	F	2015	
I151G2	f	17/08/2014	31/12/2014				1G2	Dead	V	2015	
I1530J	f	17/08/2014	31/12/2014				30J	Dead	V	2015	
0T1	f	17/08/2014					8F3	IN CS	F	2015	
1T6	m	17/08/2014					5J6	IN CS	HH	2015	
2T6	m	17/08/2014					1K8	IN CS	S	2015	
2U7	f	17/08/2014					70T	IN CS	S	2015	
6T9	f	17/08/2014					82L	IN CS	F	2015	
7U5	f	17/08/2014					3C3	IN CS	F	2015	
I157F9	u	18/08/2014	20/08/2014				7F9	Dead	R	2015	
I153G3	f	18/08/2014	31/12/2014				3G3	Dead	KK	2015	
I155K7	m	18/08/2014	31/12/2014				5K7	Dead	F	2015	
1U0	f	18/08/2014					3L9	IN CS	S	2015	
2T9	f	18/08/2014					4H7	IN CS	S	2015	
5U3	m	18/08/2014					00V	IN CS	V	2015	
6U3	f	18/08/2014					1I7	IN CS	V	2015	
6U8	f	18/08/2014					1E0	IN CS	MM	2015	
7T8	m	18/08/2014					9I7	IN CS	HH	2015	
8S9	m	18/08/2014					5H4	IN CS	KK	2015	
8U2	m	18/08/2014					0C8	IN CS	MM	2015	
0U2	m	19/08/2014					44J	IN CS	F	2015	
4S9	f	19/08/2014					48V	IN CS	HH	2015	
5T8	m	19/08/2014					98T	IN CS	F	2015	
8T3	f	19/08/2014					2C0	IN CS	HH	2015	
8U5	m	19/08/2014					7K6	In CS	V	2015	
8U6	f	19/08/2014					55V	IN CS	F	2015	
8U7	m	19/08/2014					3E7	IN CS	F	2015	
9S8	m	19/08/2014					9H7	IN CS	F	2015	
9T0	m	19/08/2014					2A8	IN CS	F	2015	
5T6	f	19/08/2014		09/12/2015			2A5	Remove	F	2015	
I151J4	u	20/08/2014	27/08/2014				1J4	Dead	KK	2015	
2T4	f	20/08/2014					7I8	IN CS	KK	2015	
6T4	m	20/08/2014					64P	IN CS	F	2015	
8T2	f	20/08/2014					50S	IN CS	F	2015	
8U1	f	20/08/2014					2E1	IN CS	MM	2015	
7S7	f	20/08/2014	08/08/2016				3F7	Dead	KK	2015	
I158J8	m	21/08/2014	31/12/2014				8J8	Dead	F	2015	
7T6	f	21/08/2014					37P	IN CS	R	2015	
3T6	m	22/08/2014					8H7	IN CS	HH	2015	
3U1	m	22/08/2014					52Z	IN CS	V	2015	
3U3	m	22/08/2014					0M3	IN CS	V	2015	
4T7	f	22/08/2014					2C8	IN CS	R	2015	
8T9	f	22/08/2014					90P	IN CS	MM	2015	
I158I6	m	23/08/2014	31/12/2014				8I6	Dead	S	2015	
1T0	f	23/08/2014					3A7	IN CS	R	2015	
4U9	m	23/08/2014					40Z	IN CS	V	2015	
5S9	m	23/08/2014					8A5	IN CS	R	2015	
7U6	f	23/08/2014					40L	IN CS	F	2015	
I1560R	f	24/08/2014	05/09/2014				60R	Dead	KK	2015	
I155L5	f	24/08/2014	08/10/2014				5L5	Dead	R	2015	
I154I5	f	24/08/2014	31/12/2014				4I5	Dead	R	2015	
1T2	f	24/08/2014					8A3	IN CS	R	2015	
4T5	m	24/08/2014					4H1	IN CS	R	2015	
4T8	m	24/08/2014					2J5	IN CS	R	2015	
4U1	f	24/08/2014					85T	IN CS	V	2015	
5S3	m	24/08/2014					93O	IN CS	KK	2015	
5S6	m	24/08/2014					6D8	IN CS	R	2015	
5T3	f	24/08/2014					9I6	IN CS	F	2015	
6S5	f	24/08/2014					2C7	IN CS	HH	2015	
7S2	m	24/08/2014					73C	IN CS	HH	2015	
I1509Z	m	25/08/2014	31/12/2014				09Z	Dead	R	2015	
I150C6	f	25/08/2014	31/12/2014				0C6	Dead	MM	2015	
I152F0	m	25/08/2014	31/12/2014				2F0	Dead	R	2015	
I1539Z	f	25/08/2014	31/12/2014				39Z	Dead	HH	2015	
I154F5	f	25/08/2014	31/12/2014				4F5	Dead	R	2015	
4T6	m	25/08/2014					3F8	IN CS	R	2015	
6S6	m	25/08/2014					85V	IN CS	R	2015	
6U2	m	25/08/2014					45Z	IN CS	V	2015	
8S2	m	25/08/2014					4I9	IN CS	HH	2015	
9T7	f	25/08/2014					6B4	IN CS	HH	2015	
I156K8	m	26/08/2014	31/12/2014				6K8	Dead	R	2015	
2T3	m	26/08/2014					36O	IN CS	HH	2015	
5S0	f	26/08/2014					6H6	IN CS	HH	2015	
7U7	f	26/08/2014					0I5	IN CS	F	2015	
8S7	m	26/08/2014					25P	IN CS	KK	2015	
8S8	m	26/08/2014					3J5	IN CS	R	2015	
9S6	m	26/08/2014					9G3	IN CS	F	2015	
1T3	f	26/08/2014	03/12/2015				3A9	Dead	HH	2015	
I158F0	f	27/08/2014	31/12/2014				8F0	Dead	R	2015	
7S9	m	27/08/2014					6B0	IN CS	R	2015	
7U0	f	27/08/2014					6A4	IN CS	R	2015	
9U6	f	27/08/2014					87K	IN CS	F	2015	
I1534Z	m	28/08/2014	31/12/2014				34Z	Dead	MM	2015	
I153D4	m	28/08/2014	31/12/2014				3D4	Dead	S	2015	
I154A9	m	28/08/2014	31/12/2014				4A9	Dead	S	2015	
I158H1	f	28/08/2014	31/12/2014				8H1	Dead	MM	2015	
0U6	f	28/08/2014					8J0	IN CS	MM	2015	
9T8	f	28/08/2014					0E2	IN CS	R	2015	
I152B4	f	29/08/2014	28/04/2015				2B4	Dead	S	2015	
6S1	m	29/08/2014					3H4	IN CS	R	2015	
6S7	m	29/08/2014					51V	IN CS	KK	2015	
6U6	f	29/08/2014					6D6	IN CS	KK	2015	
9T3	f	29/08/2014					57T	IN CS	S	2015	
1U5	f	29/08/2014	02/12/2015				3D1	Dead	S	2015	
I158J9	m	30/08/2014	16/10/2014				8J9	Dead	F	2015	
4T4	f	30/08/2014					1C7	IN CS	KK	2015	
5U9	f	30/08/2014					4E0	IN CS	R	2015	
I1590T-1	m	31/08/2014	08/09/2014				90T	Dead	V	2015	
I1590T-2	m	31/08/2014	08/09/2014				90T	Dead	V	2015	
6U9	f	31/08/2014					7B7	IN CS	F	2015	
8T6	m	31/08/2014					93Z	IN CS	MM	2015	
I150J5	m	01/09/2014	31/12/2014				0J5	Dead	KK	2015	
9U0	f	01/09/2014					2F3	IN CS	S	2015	
I155A0	f	02/09/2014	02/09/2014				5A0	Dead	S	2015	
5U6	m	02/09/2014					2K1	IN CS	V	2015	
7S6	f	02/09/2014					7C8	IN CS	R	2015	
8T8	f	02/09/2014					1A3	IN CS	F	2015	
5U1	m	03/09/2014					0M4	IN CS	V	2015	
6T8	m	03/09/2014					2A7	IN CS	F	2015	
9S2	f	03/09/2014					20S	IN CS	HH	2015	
1T8	f	04/09/2014					93I	IN CS	R	2015	
1U2	m	04/09/2014					5A1	IN CS	S	2015	
7T7	m	04/09/2014					4F8	IN CS	R	2015	
7U2	m	04/09/2014					1L5	IN CS	F	2015	
9U5	f	04/09/2014					0I6	IN CS	F	2015	
I155L6	f	05/09/2014	31/12/2014				5L6	Dead	R	2015	
I1599Z	f	05/09/2014	31/12/2014				99Z	Dead	R	2015	
4T3	m	05/09/2014					33V	IN CS	R	2015	
6T3	m	05/09/2014					8J6	IN CS	F	2015	
3U7	m	06/09/2014					81E	IN CS	V	2015	
4U5	m	06/09/2014					1G1	IN CS	V	2015	
4U8	f	06/09/2014					0F0	IN CS	V	2015	
8S4	m	06/09/2014					7A8	IN CS	R	2015	
I153E2	m	07/09/2014	31/12/2014				3E2	Dead	F	2015	
0T5	f	07/09/2014					43F	IN CS	F	2015	
5U5	f	07/09/2014					7K8	IN CS	V	2015	
0U7	f	07/09/2014	11/11/2015				9K1	Dead	S	2015	
4U0	m	08/09/2014					9C1	IN CS	V	2015	
9T5	f	08/09/2014					7L1	IN CS	R	2015	
9T2	m	08/09/2014	15/01/2016				9I3	Dead	S	2015	
I1583Z	f	09/09/2014	31/12/2014				83Z	Dead	KK	2015	
0T6	f	09/09/2014					61J	IN CS	F	2015	
6T5	f	09/09/2014					03J	IN CS	MM	2015	
2U4	f	10/09/2014					7A9	IN CS	S	2015	
6U7	f	10/09/2014		09/12/2015			2G2	Remove	V	2015	
1U3	f	11/09/2014					3J4	IN CS	S	2015	
7T1	f	11/09/2014					51T	IN CS	R	2015	
1U8	f	12/09/2014					47Z	IN CS	V	2015	
3T5	f	12/09/2014					82V	IN CS	S	2015	
7U8	m	12/09/2014					0A4	IN CS	F	2015	
8T1	f	12/09/2014					36Z	IN CS	F	2015	
I150A9	f	13/09/2014	31/12/2014				0A9	Dead	F	2015	
6S0	m	13/09/2014		09/12/2015			0B4	Remove	R	2015	
I1521N	f	15/09/2014	15/09/2014				21N	Dead	HH	2015	
I1515O	m	15/09/2014	19/09/2014				15O	Dead	R	2015	
I157L4	m	15/09/2014	31/12/2014				7L4	Dead	HH	2015	
0T9	f	16/09/2014					0A2	IN CS	R	2015	
8U8	f	16/09/2014					5K9	IN CS	MM	2015	
9U3	f	16/09/2014					79Z	IN CS	F	2015	
1T4	m	17/09/2014					69O	IN CS	R	2015	
4T1	f	17/09/2014					31V	IN CS	R	2015	
9S5	m	17/09/2014					03Z	IN CS	HH	2015	
I150K0	u	18/09/2014	18/09/2014				0K0	Dead	V	2015	
I153I4	m	18/09/2014	08/12/2014				3I4	Dead	S	2015	
0T0	f	18/09/2014					28J	IN CS	F	2015	
I154D8	m	19/09/2014	08/12/2014				4D8	Dead	KK	2015	
I1544V	f	19/09/2014	31/12/2014				44V	Dead	KK	2015	
1U4	m	19/09/2014					3B8	IN CS	S	2015	
4T0	m	19/09/2014					7F2	IN CS	R	2015	
6U1	f	19/09/2014					1K1	IN CS	V	2015	
I152D4	m	20/09/2014	31/12/2014				2D4	Dead	S	2015	
5U0	m	20/09/2014					9E8	IN CS	V	2015	
1U6	m	21/09/2014					1B4	IN CS	S	2015	
6T7	m	21/09/2014					63V	IN CS	F	2015	
9S4	f	21/09/2014					8E2	IN CS	HH	2015	
9S9	m	21/09/2014					1L4	IN CS	F	2015	
2U3	m	22/09/2014					9C2	IN CS	MM	2015	
5S2	f	22/09/2014					55R	IN CS	HH	2015	
1T9	f	23/09/2014					76J	IN CS	KK	2015	
3U0	f	23/09/2014					1I6	IN CS	V	2015	
7S5	m	23/09/2014					1C5	IN CS	KK	2015	
7U4	m	23/09/2014					82A	IN CS	F	2015	
I1522H	m	24/09/2014	31/12/2014				22H	Dead	HH	2015	
7T5	f	24/09/2014					54N	IN CS	R	2015	
8S0	f	24/09/2014					4B2	IN CS	R	2015	
I157E3	u	25/09/2014	26/09/2014				7E3	Dead	HH	2015	
5U8	m	25/09/2014					0G3	IN CS	HH	2015	
7T3	m	25/09/2014					5B4	In CS	HH	2015	
I154C5	m	26/09/2014	31/12/2014				4C5	Dead	V	2015	
I1548N	f	26/09/2014	28/06/2015				48N	Dead	R	2015	
6T6	m	26/09/2014					7J8	IN CS	F	2015	
4T9	f	26/09/2014		09/12/2015			14Z	Remove	R	2015	
0U9	m	27/09/2014					97R	IN CS	S	2015	
3U2	m	27/09/2014					5C6	IN CS	V	2015	
