ID	YEAR	IDyear	GROUP	SEX	RANK	ORD_RANK	%DOMINATED
93Z	2014	93Z2014	F	F	54	L	27.02702703
98T	2014	98T2014	F	F	9	H	87.83783784
9A4	2014	9A42014	F	F	67	L	9.459459459
9C2	2014	9C22014	F	F	52	L	29.72972973
9D8	2014	9D82014	F	F	6	H	91.89189189
K00	2014	K002014	F	F	14	H	81.08108108
O52	2014	O522014	F	F	19	M	74.32432432
03Z	2014	03Z2014	HH	F	21	L	30
0B9	2014	0B92014	HH	F	7	M	76.66666667
0G3	2014	0G32014	HH	F	5	H	83.33333333
16S	2014	16S2014	HH	F	14	M	53.33333333
1B7	2014	1B72014	HH	M	6	M	57.14285714
2E8	2014	2_E82014	HH	F	13	M	56.66666667
2E9	2014	2_E92014	HH	F	27	L	10
20S	2014	20S2014	HH	F	12	M	60
21N	2014	21N2014	HH	F	3	H	90
22H	2014	22H2014	HH	F	11	M	63.33333333
2C0	2014	2C02014	HH	F	6	H	80
2C7	2014	2C72014	HH	F	30	L	0
2D5	2014	2D52014	HH	M	5	M	64.28571429
2F8	2014	2F82014	HH	M	10	L	28.57142857
30V	2014	30V2014	HH	M	11	L	21.42857143
36O	2014	36O2014	HH	F	28	L	6.666666667
36V	2014	36V2014	HH	M	3	M	78.57142857
39Z	2014	39Z2014	HH	F	10	M	66.66666667
3A9	2014	3A92014	HH	F	20	L	33.33333333
41N	2014	41N2014	HH	M	7	M	50
43N	2014	43N2014	HH	M	1	H	100
48V	2014	48V2014	HH	F	8	M	73.33333333
49L	2014	49L2014	HH	M	14	L	0
4C6	2014	4C62014	HH	M	12	L	14.28571429
50P	2014	50P2014	HH	M	9	L	35.71428571
55R	2014	55R2014	HH	F	24	L	20
56R	2014	56R2014	HH	F	26	L	13.33333333
5B4	2014	5B42014	HH	F	22	L	26.66666667
5B6	2014	5B62014	HH	F	1	H	100
62S	2014	62S2014	HH	F	4	H	86.66666667
65Z	2014	65Z2014	HH	F	23	L	23.33333333
6B4	2014	6B42014	HH	F	17	L	43.33333333
7E0	2014	7E02014	HH	F	29	L	3.333333333
7E3	2014	7E32014	HH	F	9	M	70
73C	2014	73C2014	HH	F	15	M	50
76Z	2014	76Z2014	HH	M	2	H	85.71428571
77S	2014	77S2014	HH	F	2	H	93.33333333
8E2	2014	8E22014	HH	F	16	L	46.66666667
80S	2014	80S2014	HH	F	18	L	40
94O	2014	94O2014	HH	M	4	M	71.42857143
94S	2014	94S2014	HH	F	19	L	36.66666667
97V	2014	97V2014	HH	M	8	L	42.85714286
9C6	2014	9C62014	HH	M	13	L	7.142857143
V80	2014	9C62014	HH	F	25	L	16.66666667
00J	2015	00J2015	F	F	49	L	32.87671233
00O	2015	00O2015	F	F	27	M	63.01369863
03J	2015	03J2015	F	F	52	L	28.76712329
04I	2015	04I2015	F	M	5	H	89.58333333
04N	2015	04N2015	F	F	10	H	86.30136986
07D	2015	07D2015	F	M	1	H	100
0A4	2015	0A42015	F	F	15	M	79.45205479
0A9	2015	0A92015	F	F	56	L	23.28767123
0B8	2015	0B82015	F	M	6	H	87.5
0C6	2015	0C62015	F	F	46	L	36.98630137
0G5	2015	0G52015	F	F	2	H	97.26027397
0I5	2015	0I52015	F	F	26	M	64.38356164
12Z	2015	12Z2015	F	M	12	M	75
17K	2015	17K2015	F	M	33	L	31.25
17L	2015	17L2015	F	M	31	L	35.41666667
18Z	2015	18Z2015	F	M	28	L	41.66666667
1A3	2015	1A32015	F	F	40	L	45.20547945
1C0	2015	1C02015	F	F	24	M	67.12328767
1C2	2015	1C22015	F	M	37	L	22.91666667
1G9	2015	1G92015	F	M	38	L	20.83333333
1H6	2015	1H62015	F	F	72	L	1.369863014
1H9	2015	1H92015	F	M	34	L	29.16666667
20F	2015	20F2015	F	F	43	L	41.09589041
22R	2015	22R2015	F	M	22	M	54.16666667
24B	2015	24B2015	F	F	67	L	8.219178082
28B	2015	28B2015	F	M	7	H	85.41666667
28G	2015	28G2015	F	F	73	L	0
28J	2015	28J2015	F	F	65	L	10.95890411
29B	2015	29B2015	F	F	55	L	24.65753425
29H	2015	29H2015	F	M	25	L	47.91666667
29Z	2015	29Z2015	F	F	63	L	13.69863014
2A2	2015	2A22015	F	F	68	L	6.849315068
2A5	2015	2A52015	F	F	70	L	4.109589041
2A7	2015	2A72015	F	F	30	M	58.90410959
2A8	2015	2A82015	F	F	21	M	71.23287671
2C9	2015	2C92015	F	M	32	L	33.33333333
2H3	2015	2H32015	F	F	36	M	50.68493151
3E2	2015	3E22015	F	F	11	H	84.93150685
3E4	2015	3E42015	F	M	18	M	62.5
3E7	2015	3E72015	F	F	58	L	20.54794521
30C	2015	30C2015	F	M	3	H	93.75
30L	2015	30L2015	F	M	27	L	43.75
32S	2015	32S2015	F	F	25	M	65.75342466
34N	2015	34N2015	F	F	39	L	46.57534247
35N	2015	35N2015	F	F	62	L	15.06849315
36Z	2015	36Z2015	F	F	51	L	30.1369863
3B9	2015	3B92015	F	M	19	M	60.41666667
3C3	2015	3C32015	F	F	42	L	42.46575342
40L	2015	40L2015	F	F	29	M	60.2739726
42L	2015	42L2015	F	F	47	L	35.61643836
42T	2015	42T2015	F	M	11	M	77.08333333
43F	2015	43F2015	F	F	1	H	100
43J	2015	43J2015	F	F	4	H	94.52054795
43P	2015	43P2015	F	M	2	H	95.83333333
44J	2015	44J2015	F	F	20	M	72.60273973
49L	2015	49L2015	F	M	40	L	16.66666667
4C1	2015	4C12015	F	F	5	H	93.15068493
4C2	2015	4C22015	F	F	50	L	31.50684932
4G6	2015	4G62015	F	M	35	L	27.08333333
5E1	2015	5E12015	F	M	10	M	79.16666667
50I	2015	50I2015	F	F	31	M	57.53424658
50S	2015	50S2015	F	F	23	M	68.49315068
52P	2015	52P2015	F	F	69	L	5.479452055
53E	2015	53E2015	F	F	59	L	19.17808219
55V	2015	55V2015	F	F	37	L	49.31506849
56E	2015	56E2015	F	F	34	M	53.42465753
57F	2015	57F2015	F	M	20	M	58.33333333
57H	2015	57H2015	F	F	33	M	54.79452055
59A	2015	59A2015	F	F	16	M	78.08219178
5B0	2015	5B02015	F	M	24	M	50
5C0	2015	5C02015	F	F	3	H	95.89041096
5G3	2015	5G32015	F	M	23	M	52.08333333
5G9	2015	5G92015	F	F	64	L	12.32876712
60T	2015	60T2015	F	M	9	H	81.25
61J	2015	61J2015	F	F	38	L	47.94520548
62H	2015	62H2015	F	F	14	H	80.82191781
63V	2015	63V2015	F	F	44	L	39.7260274
64D	2015	64D2015	F	F	35	M	52.05479452
64P	2015	64P2015	F	F	13	H	82.19178082
68V	2015	68V2015	F	F	60	L	17.80821918
6C0	2015	6C02015	F	F	8	H	89.04109589
6C9	2015	6C92015	F	M	41	L	14.58333333
72T	2015	72T2015	F	M	17	M	64.58333333
78T	2015	78T2015	F	F	57	L	21.91780822
79Z	2015	79Z2015	F	F	28	M	61.64383562
7B7	2015	7B72015	F	F	45	L	38.35616438
7C0	2015	7C02015	F	F	18	M	75.34246575
7D7	2015	7D72015	F	M	30	L	37.5
7D8	2015	7D82015	F	F	17	M	76.71232877
7G1	2015	7G12015	F	M	42	L	12.5
7G2	2015	7G22015	F	M	36	L	25
7H0	2015	7H02015	F	M	43	L	10.41666667
7H9	2015	7H92015	F	M	44	L	8.333333333
8E8	2015	8E82015	F	F	41	L	43.83561644
82A	2015	82A2015	F	F	7	H	90.4109589
82L	2015	82L2015	F	F	22	M	69.8630137
84J	2015	84J2015	F	M	39	L	18.75
87K	2015	87K2015	F	F	48	L	34.24657534
88T	2015	88T2015	F	M	26	L	45.83333333
8A9	2015	8A92015	F	M	45	L	6.25
8B0	2015	8B02015	F	F	19	M	73.97260274
8C0	2015	8C02015	F	M	13	M	72.91666667
8C2	2015	8C22015	F	M	46	L	4.166666667
8C3	2015	8C32015	F	M	16	M	66.66666667
8F3	2015	8F32015	F	F	71	L	2.739726027
8F3	2015	8F32015	F	M	47	L	2.083333333
9E5	2015	9E52015	F	M	14	M	70.83333333
9E6	2015	9E62015	F	M	21	M	56.25
91O	2015	91O2015	F	M	29	L	39.58333333
92D	2015	92D2015	F	F	12	H	83.56164384
93Z	2015	93Z2015	F	F	54	L	26.02739726
94Z	2015	94Z2015	F	M	48	L	0
96B	2015	96B2015	F	M	4	H	91.66666667
98T	2015	98T2015	F	F	9	H	87.67123288
9A4	2015	9A42015	F	F	61	L	16.43835616
9C2	2015	9C22015	F	F	53	L	27.39726027
9D1	2015	9D12015	F	M	8	H	83.33333333
9D8	2015	9D82015	F	F	6	H	91.78082192
9F5	2015	9F52015	F	M	15	M	68.75
9G3	2015	9G32015	F	F	66	L	9.589041096
9H7	2015	9H72015	F	F	32	M	56.16438356
0B6	2015	0B62015	KK	F	5	H	85.71428571
0C7	2015	0C72015	KK	M	14	L	30
1E2	2015	1E22015	KK	F	4	H	88.57142857
11Z	2015	11Z2015	KK	M	16	L	20
16R	2015	16R2015	KK	M	4	H	80
19A	2015	19A2015	KK	F	20	L	42.85714286
1C5	2015	1C52015	KK	F	34	L	2.857142857
1C7	2015	1C72015	KK	F	21	L	40
24V	2015	24V2015	KK	F	2	H	94.28571429
25P	2015	25P2015	KK	F	32	L	8.571428571
27J	2015	27J2015	KK	M	5	M	75
27N	2015	27N2015	KK	M	3	H	85
2C3	2015	2C32015	KK	F	6	H	82.85714286
2C4	2015	2C42015	KK	F	16	M	54.28571429
2D0	2015	2D02015	KK	M	8	M	60
2F2	2015	2F22015	KK	F	27	L	22.85714286
37V	2015	37V2015	KK	F	22	L	37.14285714
3F5	2015	3F52015	KK	F	19	L	45.71428571
3F7	2015	3F72015	KK	F	13	M	62.85714286
3G3	2015	3G32015	KK	F	28	L	20
44V	2015	44V2015	KK	F	29	L	17.14285714
46Z	2015	46Z2015	KK	M	7	M	65
49V	2015	49V2015	KK	F	33	L	5.714285714
4D8	2015	4D82015	KK	F	9	M	74.28571429
4F1	2015	4F12015	KK	F	7	H	80
51J	2015	51J2015	KK	M	11	L	45
51V	2015	51V2015	KK	F	23	L	34.28571429
53E	2015	53E2015	KK	F	15	M	57.14285714
55J	2015	55J2015	KK	F	30	L	14.28571429
56K	2015	56K2015	KK	M	2	H	90
5H4	2015	5H42015	KK	F	1	H	100
60E	2015	60E2015	KK	M	19	L	5
60R	2015	60R2015	KK	F	11	M	68.57142857
62R	2015	62R2015	KK	F	3	H	91.42857143
64S	2015	64S2015	KK	M	15	L	25
6A9	2015	6A92015	KK	M	20	L	0
6B8	2015	6B82015	KK	M	10	M	50
6C2	2015	6C22015	KK	F	14	M	60
6D4	2015	6D42015	KK	F	25	L	28.57142857
6D6	2015	6D62015	KK	F	12	M	65.71428571
6D9	2015	6D92015	KK	F	17	M	51.42857143
6F1	2015	6F12015	KK	M	9	M	55
73Z	2015	73Z2015	KK	M	13	L	35
76J	2015	76J2015	KK	F	8	M	77.14285714
7F0	2015	7F02015	KK	F	35	L	0
83Z	2015	83Z2015	KK	F	18	L	48.57142857
86Z	2015	86Z2015	KK	F	10	M	71.42857143
93O	2015	93O2015	KK	F	24	L	31.42857143
94H	2015	94H2015	KK	M	1	H	95
97Z	2015	97Z2015	KK	M	12	L	40
98Z	2015	98Z2015	KK	M	17	L	15
99L	2015	99L2015	KK	M	6	M	70
9C5	2015	9C52015	KK	F	31	L	11.42857143
9C8	2015	9C82015	KK	M	18	L	10
9H9	2015	9H92015	KK	F	26	L	25.71428571
0E8	2015	0E82015	R	M	27	L	20.58823529
01K	2015	01K2015	R	M	12	M	64.70588235
09Z	2015	09Z2015	R	F	30	M	53.84615385
0A2	2015	0A22015	R	F	26	M	60
0B4	2015	0B42015	R	F	54	L	16.92307692
0B5	2015	0B52015	R	F	23	M	64.61538462
0E1	2015	0E12015	R	F	34	L	47.69230769
0E2	2015	0E22015	R	F	35	L	46.15384615
0F6	2015	0F62015	R	F	33	L	49.23076923
0G2	2015	0G22015	R	F	13	H	80
0G8	2015	0G82015	R	M	24	L	29.41176471
1E5	2015	1E52015	R	M	28	L	17.64705882
10R	2015	10R2015	R	M	26	L	23.52941176
14Z	2015	14Z2015	R	F	6	H	90.76923077
16Z	2015	16Z2015	R	F	55	L	15.38461538
17K	2015	17K2015	R	M	5	H	85.29411765
17L	2015	17L2015	R	M	29	L	14.70588235
1D5	2015	1D52015	R	M	30	L	11.76470588
1E6	2015	1E62015	R	F	11	H	83.07692308
1E7	2015	1E72015	R	F	8	H	87.69230769
1F4	2015	1F42015	R	F	50	L	23.07692308
25L	2015	25L2015	R	M	22	L	35.29411765
26V	2015	26V2015	R	F	57	L	12.30769231
28I	2015	28I2015	R	F	16	M	75.38461538
2C8	2015	2C82015	R	F	2	H	96.92307692
2F0	2015	2F02015	R	F	3	H	95.38461538
31S	2015	31S2015	R	M	20	L	41.17647059
31V	2015	31V2015	R	F	44	L	32.30769231
33V	2015	33V2015	R	F	46	L	29.23076923
37P	2015	37P2015	R	F	37	L	43.07692308
39L	2015	39L2015	R	M	2	H	94.11764706
3A7	2015	3A72015	R	F	48	L	26.15384615
3B1	2015	3B12015	R	F	10	H	84.61538462
3F4	2015	3F42015	R	F	27	M	58.46153846
3F8	2015	3F82015	R	F	63	L	3.076923077
3H4	2015	3H42015	R	F	19	M	70.76923077
3H6	2015	3H62015	R	F	43	L	33.84615385
43V	2015	43V2015	R	M	31	L	8.823529412
44T	2015	44T2015	R	M	32	L	5.882352941
46N	2015	46N2015	R	M	21	L	38.23529412
48N	2015	48N2015	R	F	58	L	10.76923077
4A0	2015	4A02015	R	F	17	M	73.84615385
4A5	2015	4A52015	R	F	18	M	72.30769231
4B2	2015	4B22015	R	F	5	H	92.30769231
4D5	2015	4D52015	R	F	40	L	38.46153846
4E0	2015	4E02015	R	F	24	M	63.07692308
4F5	2015	4F52015	R	F	60	L	7.692307692
4F8	2015	4F82015	R	F	36	L	44.61538462
4H0	2015	4H02015	R	F	4	H	93.84615385
4H1	2015	4H12015	R	F	15	M	76.92307692
4H2	2015	4H22015	R	M	8	M	76.47058824
51T	2015	51T2015	R	F	41	L	36.92307692
54N	2015	54N2015	R	F	12	H	81.53846154
5B2	2015	5B22015	R	M	7	M	79.41176471
5C4	2015	5C42015	R	F	61	L	6.153846154
5F7	2015	5F72015	R	F	45	L	30.76923077
5G2	2015	5G22015	R	M	33	L	2.941176471
60E	2015	60E2015	R	M	23	L	32.35294118
60V	2015	60V2015	R	F	52	L	20
69O	2015	69O2015	R	F	1	H	100
6A4	2015	6A42015	R	F	62	L	4.615384615
6B0	2015	6B02015	R	F	38	L	41.53846154
6B9	2015	6B92015	R	F	29	M	55.38461538
6C6	2015	6C62015	R	M	11	M	67.64705882
6D8	2015	6D82015	R	F	28	M	56.92307692
6H2	2015	6H22015	R	M	9	M	73.52941176
73S	2015	73S2015	R	M	15	M	55.88235294
76L	2015	76L2015	R	F	49	L	24.61538462
77V	2015	77V2015	R	F	32	M	50.76923077
7A6	2015	7A62015	R	F	31	M	52.30769231
7A8	2015	7A82015	R	F	21	M	67.69230769
7B2	2015	7B22015	R	M	17	M	50
7B3	2015	7B32015	R	M	19	L	44.11764706
7C8	2015	7C82015	R	F	64	L	1.538461538
7F2	2015	7F22015	R	F	56	L	13.84615385
7F7	2015	7F72015	R	F	39	L	40
84E	2015	84E2015	R	M	3	H	91.17647059
85V	2015	85V2015	R	F	65	L	0
87F	2015	87F2015	R	F	20	M	69.23076923
88T	2015	88T2015	R	M	18	L	47.05882353
89K	2015	89K2015	R	F	25	M	61.53846154
8A3	2015	8A32015	R	F	14	M	78.46153846
8A5	2015	8A52015	R	F	59	L	9.230769231
8B5	2015	8B52015	R	M	16	M	52.94117647
8D2	2015	8D22015	R	M	6	H	82.35294118
8D6	2015	8D62015	R	M	25	L	26.47058824
8D8	2015	8D82015	R	M	4	H	88.23529412
8F0	2015	8F02015	R	F	7	H	89.23076923
8H2	2015	8H22015	R	M	13	M	61.76470588
9E7	2015	9E72015	R	M	34	L	0
91V	2015	91V2015	R	F	47	L	27.69230769
93I	2015	93I2015	R	F	22	M	66.15384615
93R	2015	93R2015	R	M	14	M	58.82352941
94Z	2015	94Z2015	R	M	1	H	97.05882353
95V	2015	95V2015	R	F	42	L	35.38461538
99Z	2015	99Z2015	R	F	53	L	18.46153846
9F9	2015	9F92015	R	M	10	M	70.58823529
X83	2015	X832015	R	F	51	L	21.53846154
X91	2015	X912015	R	F	9	H	86.15384615
0E3	2015	0E32015	V	M	31	L	29.54545455
00V	2015	00V2015	V	F	9	M	76.31578947
04T	2015	04T2015	V	M	44	L	0
06O	2015	06O2015	V	M	17	M	61.36363636
0D3	2015	0D32015	V	M	16	M	63.63636364
0F0	2015	0F02015	V	F	3	H	92.10526316
0G1	2015	0G12015	V	M	28	L	36.36363636
12E	2015	12E2015	V	M	2	H	95.45454545
12O	2015	12O2015	V	M	7	H	84.09090909
13H	2015	13H2015	V	F	19	M	50
14E	2015	14E2015	V	F	1	H	100
15E	2015	15E2015	V	F	13	M	65.78947368
18I	2015	18I2015	V	M	6	H	86.36363636
19T	2015	19T2015	V	M	26	L	40.90909091
1A6	2015	1A62015	V	M	24	L	45.45454545
1B0	2015	1B02015	V	F	30	L	21.05263158
1B1	2015	1B12015	V	M	21	M	52.27272727
1F9	2015	1F92015	V	M	23	L	47.72727273
1G0	2015	1G02015	V	F	29	L	23.68421053
1G1	2015	1G12015	V	F	12	M	68.42105263
1G2	2015	1G22015	V	F	6	H	84.21052632
1G4	2015	1G42015	V	F	37	L	2.631578947
1G6	2015	1G62015	V	F	18	M	52.63157895
1G8	2015	1G82015	V	M	32	L	27.27272727
2E4	2015	2E42015	V	F	4	H	89.47368421
25R	2015	25R2015	V	M	13	M	70.45454545
2C9	2015	2C92015	V	M	27	L	38.63636364
2G2	2015	2G22015	V	F	25	L	34.21052632
2G3	2015	2G32015	V	F	27	L	28.94736842
2G4	2015	2G42015	V	F	10	M	73.68421053
2H6	2015	2H62015	V	M	41	L	6.818181818
30J	2015	30J2015	V	F	8	M	78.94736842
30Z	2015	30Z2015	V	M	22	M	50
31I	2015	31I2015	V	M	9	M	79.54545455
32Z	2015	32Z2015	V	M	14	M	68.18181818
33T	2015	33T2015	V	M	11	M	75
36S	2015	36S2015	V	M	33	L	25
37N	2015	37N2015	V	M	40	L	9.090909091
3D9	2015	3D92015	V	F	34	L	10.52631579
3H0	2015	3H02015	V	F	31	L	18.42105263
4E2	2015	4E22015	V	M	15	M	65.90909091
40Z	2015	40Z2015	V	F	2	H	94.73684211
45Z	2015	45Z2015	V	F	22	L	42.10526316
47Z	2015	47Z2015	V	F	26	L	31.57894737
4C3	2015	4C32015	V	M	19	M	56.81818182
4C5	2015	4C52015	V	F	33	L	13.15789474
4C9	2015	4C92015	V	F	28	L	26.31578947
4D3	2015	4D32015	V	M	39	L	11.36363636
4G8	2015	4G82015	V	M	34	L	22.72727273
5E4	2015	5E42015	V	M	36	L	18.18181818
5E6	2015	5E62015	V	M	18	M	59.09090909
5E8	2015	5E82015	V	F	15	M	60.52631579
51A	2015	51A2015	V	M	1	H	97.72727273
51Z	2015	51Z2015	V	F	38	L	0
52Z	2015	52Z2015	V	F	17	M	55.26315789
53Z	2015	53Z2015	V	F	11	M	71.05263158
5C6	2015	5C62015	V	F	5	H	86.84210526
61D	2015	61D2015	V	M	12	M	72.72727273
61R	2015	61R2015	V	M	4	H	90.90909091
73V	2015	73V2015	V	M	5	H	88.63636364
77I	2015	77I2015	V	M	8	H	81.81818182
78I	2015	78I2015	V	F	14	M	63.15789474
7A2	2015	7A22015	V	M	37	L	15.90909091
7C4	2015	7C42015	V	F	16	M	57.89473684
7F5	2015	7F52015	V	M	30	L	31.81818182
80T	2015	80T2015	V	M	29	L	34.09090909
81E	2015	81E2015	V	F	24	L	36.84210526
81O	2015	81O2015	V	M	10	M	77.27272727
85T	2015	85T2015	V	F	36	L	5.263157895
8A7	2015	8A72015	V	M	20	M	54.54545455
8C9	2015	8C92015	V	M	35	L	20.45454545
8D2	2015	8D22015	V	M	38	L	13.63636364
8D3	2015	8D32015	V	M	42	L	4.545454545
8D8	2015	8D82015	V	M	43	L	2.272727273
9E8	2015	9E82015	V	F	20	L	47.36842105
90T	2015	90T2015	V	F	23	L	39.47368421
93T	2015	93T2015	V	F	21	L	44.73684211
98J	2015	98J2015	V	F	35	L	7.894736842
98K	2015	98K2015	V	M	3	H	93.18181818
9C1	2015	9C12015	V	F	7	H	81.57894737
9D7	2015	9D72015	V	M	25	L	43.18181818
T03	2015	T032015	V	F	32	L	15.78947368
07D	2014	07D2014	F	M	1	H	100
43P	2014	43P2014	F	M	2	H	0.948717949
30c	2014	30c2014	F	M	3	H	0.923076923
04I	2014	04I2014	F	M	4	H	0.897435897
96B	2014	96B2014	F	M	5	H	0.871794872
0B8	2014	0B82014	F	M	6	H	0.846153846
9D1	2014	9D12014	F	M	7	H	0.820512821
5E1	2014	5E12014	F	M	8	M	0.794871795
12Z	2014	12Z2014	F	M	9	M	0.769230769
42T	2014	42T2014	F	M	10	M	0.743589744
28B	2014	28B2014	F	M	11	M	0.717948718
60T	2014	60T2014	F	M	12	M	0.692307692
7E1	2014	7E12014	F	M	13	M	0.666666667
3E0	2014	3E42014	F	M	14	M	0.641025641
3B9	2014	3B92014	F	M	15	M	0.615384615
8C0	2014	8C02014	F	M	16	M	0.58974359
9E5	2014	9E52014	F	M	17	M	0.564102564
9F5	2014	9F52014	F	M	18	M	0.538461538
57F	2014	57F2014	F	M	19	M	0.512820513
7B2	2014	7B22014	F	M	20	L	0.487179487
29H	2014	29H2014	F	M	21	L	0.461538462
8C3	2014	8C32014	F	M	22	L	0.435897436
9E6	2014	9E62014	F	M	23	L	0.41025641
72T	2014	72T2014	F	M	24	L	0.384615385
18z	2014	18z2014	F	M	25	L	0.358974359
43V	2014	43V2014	F	M	26	L	0.333333333
88T	2014	88T2014	F	M	27	L	0.307692308
5B0	2014	5B02014	F	M	28	L	0.282051282
0E0	2014	0E32014	F	M	29	L	0.256410256
0F7	2014	0F72014	F	M	30	L	0.230769231
30L	2014	30L2014	F	M	31	L	0.205128205
6B2	2014	6B22014	F	M	32	L	0.179487179
2C9	2014	2C92014	F	M	33	L	0.153846154
7D7	2014	7D72014	F	M	34	L	0.128205128
17L	2014	17L2014	F	M	35	L	0.102564103
1F2	2014	1F22014	F	M	36	L	0.076923077
7B3	2014	7B32014	F	M	37	L	0.051282051
8B5	2014	8B52014	F	M	38	L	0.025641026
9E3	2014	9E32014	F	M	39	L	0
43F	2016	43F2016	F	F	1	H	100
0G5	2016	0G52016	F	F	2	H	97.33333333
5C0	2016	5C02016	F	F	3	H	96
43J	2016	43J2016	F	F	4	H	94.66666667
4C1	2016	4C12016	F	F	5	H	93.33333333
9D8	2016	9D82016	F	F	6	H	92
82A	2016	82A2016	F	F	7	H	90.66666667
6C0	2016	6C02016	F	F	8	H	89.33333333
98T	2016	98T2016	F	F	9	H	88
8J6	2016	8J62016	F	F	10	H	86.66666667
2L8	2016	2L82016	F	F	11	H	85.33333333
04N	2016	04N2016	F	F	12	H	84
3E2	2016	3E22016	F	F	13	H	82.66666667
0A4	2016	0A42016	F	F	14	H	81.33333333
5K3	2016	5K32016	F	F	15	H	80
92D	2016	92D2016	F	F	16	M	78.66666667
0I6	2016	0I62016	F	F	17	M	77.33333333
64P	2016	64P2016	F	F	18	M	76
2J8	2016	2J82016	F	F	19	M	74.66666667
59A	2016	59A2016	F	F	20	M	73.33333333
8J8	2016	8J82016	F	F	21	M	72
7C0	2016	7C02016	F	F	22	M	70.66666667
5K7	2016	5K72016	F	F	23	M	69.33333333
0I5	2016	0I52016	F	F	24	M	68
8B0	2016	8B02016	F	F	25	M	66.66666667
2A8	2016	2A82016	F	F	26	M	65.33333333
7D8	2016	7D82016	F	F	27	M	64
82L	2016	82L2016	F	F	28	M	62.66666667
00O	2016	00O2016	F	F	29	M	61.33333333
79Z	2016	79Z2016	F	F	30	M	60
0K7	2016	0K72016	F	F	31	M	58.66666667
50I	2016	50I2016	F	F	32	M	57.33333333
9H7	2016	9H72016	F	F	33	M	56
40L	2016	40L2016	F	F	34	M	54.66666667
1L4	2016	1L42016	F	F	35	M	53.33333333
2A7	2016	2A72016	F	F	36	M	52
55V	2016	55V2016	F	F	37	M	50.66666667
34N	2016	34N2016	F	F	38	L	49.33333333
1A3	2016	1A32016	F	F	39	L	48
1J7	2016	1J72016	F	F	40	L	46.66666667
2H3	2016	2H32016	F	F	41	L	45.33333333
3C3	2016	3C32016	F	F	42	L	44
61J	2016	61J2016	F	F	43	L	42.66666667
5K1	2016	5K12016	F	F	44	L	41.33333333
0K2	2016	0K22016	F	F	45	L	40
8E8	2016	8E82016	F	F	46	L	38.66666667
63V	2016	63V2016	F	F	47	L	37.33333333
7B7	2016	7B72016	F	F	48	L	36
00J	2016	00J2016	F	F	49	L	34.66666667
4C2	2016	4C22016	F	F	50	L	33.33333333
36Z	2016	36Z2016	F	F	51	L	32
1L5	2016	1L52016	F	F	52	L	30.66666667
9I6	2016	9I62016	F	F	53	L	29.33333333
0A9	2016	0A92016	F	F	54	L	28
7J8	2016	7J82016	F	F	55	L	26.66666667
2J2	2016	2J22016	F	F	56	L	25.33333333
9I6	2016	9I62016	F	F	57	L	24
78T	2016	78T2016	F	F	58	L	22.66666667
68V	2016	68V2016	F	F	59	L	21.33333333
35N	2016	35N2016	F	F	60	L	20
29Z	2016	29Z2016	F	F	61	L	18.66666667
3E7	2016	3E72016	F	F	62	L	17.33333333
5G9	2016	5G92016	F	F	63	L	16
9A4	2016	9A42016	F	F	64	L	14.66666667
2L5	2016	2L52016	F	F	65	L	13.33333333
53E	2016	53E2016	F	F	66	L	12
28J	2016	28J2016	F	F	67	L	10.66666667
9G3	2016	9G32016	F	F	68	L	9.333333333
1H6	2016	1H62016	F	F	69	L	8
2A2	2016	2A22016	F	F	70	L	6.666666667
52P	2016	52P2016	F	F	71	L	5.333333333
2A5	2016	2A52016	F	F	72	L	4
1K5	2016	1K52016	F	F	73	L	2.666666667
8F3	2016	8F32016	F	F	74	L	1.333333333
28G	2016	28G2016	F	F	75	L	0
07D	2016	07D2016	F	M	1	H	100
0B8	2016	0B82016	F	M	2	H	97.14285714
9D1	2016	9D12016	F	M	3	H	95.71428571
96B	2016	96B2016	F	M	4	H	94.28571429
6I9	2016	6I92016	F	M	5	H	92.85714286
2I4	2016	2I42016	F	M	6	H	91.42857143
4K3	2016	4K32016	F	M	7	H	90
2J4	2016	2J42016	F	M	8	H	88.57142857
1J8	2016	1J82016	F	M	9	H	87.14285714
2J6	2016	2J62016	F	M	10	H	85.71428571
9E5	2016	9E52016	F	M	11	H	84.28571429
5G3	2016	5G32016	F	M	12	H	82.85714286
9I5	2016	9I52016	F	M	13	H	81.42857143
9F5	2016	9F52016	F	M	14	H	80
7K4	2016	7K42016	F	M	15	M	78.57142857
8C0	2016	8C02016	F	M	16	M	77.14285714
42T	2016	42T2016	F	M	17	M	75.71428571
7I5	2016	7I52016	F	M	18	M	74.28571429
43P	2016	43P2016	F	M	19	M	72.85714286
12Z	2016	12Z2016	F	M	20	M	71.42857143
7G2	2016	7G22016	F	M	21	M	70
1J0	2016	1J02016	F	M	22	M	68.57142857
8C2	2016	8C22016	F	M	23	M	67.14285714
3E1	2016	3E12016	F	M	24	M	65.71428571
7E1	2016	7E12016	F	M	25	M	64.28571429
9H2	2016	9H22016	F	M	26	M	62.85714286
0H3	2016	0H32016	F	M	27	M	61.42857143
30V	2016	30V2016	F	M	28	M	60
18Z	2016	18Z2016	F	M	29	M	58.57142857
04Z	2016	04Z2016	F	M	30	M	57.14285714
8B5	2016	8B52016	F	M	31	M	55.71428571
3E4	2016	3E42016	F	M	32	M	54.28571429
30L	2016	30L2016	F	M	33	M	52.85714286
