ID	YEAR	IDyear	GROUP	SEX	RANK	ORD_RANK	%DOMINATED
0M3	2017	0M32017	V	F	3	H	0.9375
0F0	2017	0F02017	V	F	4	H	0.916666667
1K1	2017	1K12017	V	F	5	H	0.895833333
5C6	2017	5C62017	V	F	6	H	0.875
2E4	2017	2E42017	V	F	7	H	0.854166667
9C1	2017	9C12017	V	F	8	H	0.833333333
00V	2017	00V2017	V	F	9	H	0.8125
2G4	2017	2G42017	V	F	10	M	0.791666667
53Z	2017	53Z2017	V	F	11	M	0.770833333
1G1	2017	1G12017	V	F	12	M	0.75
15E	2017	15E2017	V	F	13	M	0.729166667
0K0	2017	0K02017	V	F	14	M	0.708333333
13H	2017	13H2017	V	F	15	M	0.6875
1I7	2017	1I72017	V	F	16	M	0.666666667
78I	2017	78I2017	V	F	17	M	0.645833333
5E8	2017	5E82017	V	F	18	M	0.625
7K8	2017	7K82017	V	F	19	M	0.604166667
7C4	2017	7C42017	V	F	20	M	0.583333333
52Z	2017	52Z2017	V	F	21	M	0.5625
2I3	2017	2I32017	V	F	22	M	0.541666667
1G6	2017	1G62017	V	F	23	M	0.520833333
9E8	2017	9E82017	V	F	24	M	0.5
93T	2017	93T2017	V	F	25	L	0.479166667
90T	2017	90T2017	V	F	26	L	0.458333333
4J4	2017	4J42017	V	F	27	L	0.4375
5L7	2017	5L72017	V	F	28	L	0.416666667
2G2	2017	2G22017	V	F	29	L	0.395833333
1G0	2017	1G02017	V	F	30	L	0.375
1I5	2017	1I52017	V	F	31	L	0.354166667
47Z	2017	47Z2017	V	F	32	L	0.333333333
2G3	2017	2G32017	V	F	33	L	0.3125
4C9	2017	4C92017	V	F	34	L	0.291666667
45Z	2017	45Z2017	V	F	35	L	0.270833333
1K2	2017	1K22017	V	F	36	L	0.25
1B0	2017	1B02017	V	F	37	L	0.229166667
3H0	2017	3H02017	V	F	38	L	0.208333333
T03	2017	T032017	V	F	39	L	0.1875
4C5	2017	4C52017	V	F	40	L	0.166666667
5L8	2017	5L82017	V	F	41	L	0.145833333
3D9	2017	3D92017	V	F	42	L	0.125
98J	2017	98J2017	V	F	43	L	0.104166667
2K1	2017	2K12017	V	F	44	L	0.083333333
85T	2017	85T2017	V	F	45	L	0.0625
1G4	2017	1G42017	V	F	46	L	0.041666667
51Z	2017	51Z2017	V	F	47	L	0.020833333
1I6	2017	1I62017	V	F	48	L	0
51A	2017	51A2017	V	M	1	H	100
61R	2017	61R2017	V	M	2	H	0.967741935
2K4	2017	2K42017	V	M	3	H	0.951612903
0M1	2017	0M12017	V	M	4	H	0.935483871
2K6	2017	2K62017	V	M	5	H	0.919354839
2K5	2017	2K52017	V	M	6	H	0.903225806
2K3	2017	2K32017	V	M	7	H	0.887096774
18I	2017	18I2017	V	M	8	H	0.870967742
81O	2017	81O2017	V	M	9	H	0.85483871
33T	2017	33T2017	V	M	10	H	0.838709677
12O	2017	12O2017	V	M	11	H	0.822580645
77I	2017	77I2017	V	M	12	H	0.806451613
25R	2017	25R2017	V	M	13	M	0.790322581
32Z	2017	32Z2017	V	M	14	M	0.774193548
3J7	2017	3J72017	V	M	15	M	0.758064516
4E2	2017	4E22017	V	M	16	M	0.741935484
5E6	2017	5E62017	V	M	17	M	0.725806452
1B1	2017	1B12017	V	M	18	M	0.709677419
0G1	2017	0G12017	V	M	19	M	0.693548387
7L8	2017	7L82017	V	M	20	M	0.677419355
3I9	2017	3I92017	V	M	21	M	0.661290323
3E4	2017	3E42017	V	M	22	M	0.64516129
4G8	2017	4G82017	V	M	23	M	0.629032258
0L4	2017	0L42017	V	M	24	M	0.612903226
4K7	2017	4K72017	V	M	25	M	0.596774194
19T	2017	19T2017	V	M	26	M	0.580645161
3I6	2017	3I62017	V	M	27	M	0.564516129
3K1	2017	3K12017	V	M	28	M	0.548387097
9I9	2017	9I92017	V	M	29	M	0.532258065
0J4	2017	0J42017	V	M	30	M	0.516129032
8K1	2017	8K12017	V	M	31	M	0.5
2K0	2017	2K02017	V	M	32	L	0.483870968
5K8	2017	5K82017	V	M	33	L	0.467741935
04T	2017	04T2017	V	M	34	L	0.451612903
1F2	2017	1F22017	V	M	35	L	0.435483871
2F8	2017	2F82017	V	M	36	L	0.419354839
36V	2017	36V2017	V	M	37	L	0.403225806
6B8	2017	6B82017	V	M	38	L	0.387096774
60E	2017	60E2017	V	M	39	L	0.370967742
5L4	2017	5L42017	V	M	40	L	0.35483871
5B0	2017	5B02017	V	M	41	L	0.338709677
5J1	2017	5J12017	V	M	42	L	0.322580645
0I9	2017	0I92017	V	M	43	L	0.306451613
0E3	2017	0E32017	V	M	44	L	0.290322581
7A2	2017	7A22017	V	M	45	L	0.274193548
7G1	2017	7G12017	V	M	46	L	0.258064516
73S	2017	73S2017	V	M	47	L	0.241935484
7F5	2017	7F52017	V	M	48	L	0.225806452
9E3	2017	9E32017	V	M	49	L	0.209677419
3I5	2017	3I52017	V	M	50	L	0.193548387
8D8	2017	8D82017	V	M	51	L	0.177419355
0C7	2017	0C72017	V	M	52	L	0.161290323
1D5	2017	1D52017	V	M	53	L	0.14516129
2D0	2017	2D02017	V	M	54	L	0.129032258
8J3	2017	8J32017	V	M	55	L	0.112903226
4G6	2017	4G62017	V	M	56	L	0.096774194
5D1	2017	5D12017	V	M	57	L	0.080645161
6B2	2017	6B22017	V	M	58	L	0.064516129
6F1	2017	6F12017	V	M	59	L	0.048387097
9K9	2017	9K92017	V	M	60	L	0.032258065
98K	2017	98K2017	V	M	61	L	0.016129032
12E	2017	12E2017	V	M	62	L	0
56K	2018	56K2018	KK	M	1	H	100
27N	2018	27N2018	KK	M	2	H	92.30769231
16R	2018	16R2018	KK	M	3	H	88.46153846
27J	2018	27J2018	KK	M	4	H	84.61538462
46Z	2018	46Z2018	KK	M	5	H	80.76923077
73Z	2018	73Z2018	KK	M	6	M	76.92307692
3M3	2018	3M32018	KK	M	7	M	73.07692308
98Z	2018	98Z2018	KK	M	8	M	69.23076923
6L3	2018	6L32018	KK	M	9	M	65.38461538
6L4	2018	6L42018	KK	M	10	M	61.53846154
5K0	2018	5K02018	KK	M	11	M	57.69230769
1M8	2018	1M82018	KK	M	12	M	53.84615385
0L5	2018	0L52018	KK	M	13	M	50
5J3	2018	5J32018	KK	M	14	L	46.15384615	
3E4	2018	3E42018	KK	M	15	L	42.30769231	
4L7	2018	4L72018	KK	M	16	L	38.46153846	
2M4	2018	2M42018	KK	M	17	L	34.61538462	
8C9	2018	8C92018	KK	M	18	L	30.76923077	
8H2	2018	8H22018	KK	M	19	L	26.92307692	
5L3	2018	5L32018	KK	M	20	L	23.07692308	
42T	2018	42T2018	KK	M	21	L	19.23076923	
7D7	2018	7D72018	KK	M	22	L	15.38461538	
31S	2018	31S2018	KK	M	23	L	11.53846154	
1J8	2018	1J82018	KK	M	24	L	7.692307692	
2K0	2018	2K02018	KK	M	25	L	3.846153846
8B3	2018	8B32018	KK	M	26	L	0
5H4	2018	5H42018	KK	F	1	H	100
8L3	2018	8L32018	KK	F	2	H	95.45454545
24V	2018	24V2018	KK	F	3	H	93.18181818
2J7	2018	2J72018	KK	F	4	H	90.90909091
1E2	2018	1E22018	KK	F	5	H	88.63636364
9N6	2018	9N62018	KK	F	6	H	86.36363636
4F1	2018	4F12018	KK	F	7	H	84.09090909
76J	2018	76J2018	KK	F	8	H	81.81818181
4D8	2018	4D82018	KK	F	9	M	79.54545455
2C3	2018	2C32018	KK	F	10	M	77.27272727
0M6	2018	0M62018	KK	F	11	M	75
0K8	2018	0K82018	KK	F	12	M	72.72727273
7J7	2018	7J72018	KK	F	13	M	70.45454545
86Z	2018	86Z2018	KK	F	14	M	68.18181818
60R	2018	60R2018	KK	F	15	M	65.90909091
6K6	2018	6K62018	KK	F	16	M	63.63636364
6D6	2018	6D62018	KK	F	17	M	61.36363636
3F7	2018	3F72018	KK	F	18	M	59.09090909
6C2	2018	6C22018	KK	F	19	M	56.81818182
83Z	2018	83Z2018	KK	F	20	M	54.54545455
8I9	2018	8I92018	KK	F	21	M	52.27272727
2C4	2018	2C42018	KK	F	22	M	50
6D9	2018	6D92018	KK	F	23	L	47.72727273
6M7	2018	6M72018	KK	F	24	L	45.45454545
7I8	2018	7I82018	KK	F	25	L	43.18181818
3F5	2018	3F52018	KK	F	26	L	40.90909091
9I8	2018	9I82018	KK	F	27	L	38.63636364
44V	2018	44V2018	KK	F	28	L	36.36363636
37V	2018	37V2018	KK	F	29	L	34.09090909
6L1	2018	6L12018	KK	F	30	L	31.81818182
1C7	2018	1C72018	KK	F	31	L	29.54545455
4M9	2018	4M92018	KK	F	32	L	27.27272727
2F2	2018	2F22018	KK	F	33	L	25
93O	2018	93O2018	KK	F	34	L	22.72727273
6D4	2018	6D42018	KK	F	35	L	20.45454545
9H9	2018	9H92018	KK	F	36	L	18.18181818
51V	2018	51V2018	KK	F	37	L	15.90909091
7F0	2018	7F02018	KK	F	38	L	13.63636364
5M5	2018	5M52018	KK	F	39	L	11.36363636
0J5	2018	0J52018	KK	F	40	L	9.090909091
49V	2018	0J52018	KK	F	41	L	6.818181818
9L9	2018	9L92018	KK	F	42	L	4.545454545
1C5	2018	1C52018	KK	F	43	L	2.272727273
1L1	2018	1L12018	KK	F	44	L	0
14E	2018	14E2018	V	F	1	H	100
0M4	2018	0M42018	V	F	2	H	95.65217391
0M3	2018	0M32018	V	F	3	H	93.47826087
0F0	2018	0F02018	V	F	4	H	91.30434783
1K1	2018	1K12018	V	F	5	H	89.13043478
5C6	2018	5C62018	V	F	6	H	86.95652174
2E4	2018	2E42018	V	F	7	H	84.7826087
9C1	2018	9C12018	V	F	8	H	82.60869565
00V	2018	00V2018	V	F	9	H	80.43478261
2G4	2018	2G42018	V	F	10	M	78.26086957
53Z	2018	53Z2018	V	F	11	M	76.08695652
1G1	2018	1G12018	V	F	12	M	73.91304348
0K0	2018	0K02018	V	F	13	M	71.73913043
13H	2018	13H2018	V	F	14	M	69.56521739
1I7	2018	1I72018	V	F	15	M	67.39130435
5E8	2018	5E82018	V	F	16	M	65.2173913
7K8	2018	7K82018	V	F	17	M	63.04347826
7C4	2018	7C42018	V	F	18	M	60.86956522
4J4	2018	4J42018	V	F	19	M	58.69565217
52Z	2018	52Z2018	V	F	20	M	56.52173913
9E8	2018	9E82018	V	F	21	M	54.34782609
1G6	2018	1G62018	V	F	22	M	52.17391304
93T	2018	93T2018	V	F	23	M	50
90T	2018	90T2018	V	F	24	L	47.82608696
1K2	2018	1K22018	V	F	25	L	45.65217391
5L7	2018	5L72018	V	F	26	L	43.47826087
8N3	2018	8N32018	V	F	27	L	41.30434783
2I3	2018	2I32018	V	F	28	L	39.13043478
2G2	2018	2G22018	V	F	29	L	36.95652174
1G0	2018	1G02018	V	F	30	L	34.7826087
1I5	2018	1I52018	V	F	31	L	32.60869565
47Z	2018	47Z2018	V	F	32	L	30.43478261
2G3	2018	2G32018	V	F	33	L	28.26086957
4C9	2018	4C92018	V	F	34	L	26.08695652
45Z	2018	45Z2018	V	F	35	L	23.91304348
1K2	2018	1K22018	V	F	36	L	21.73913043
1B0	2018	1B02018	V	F	37	L	19.56521739
3H0	2018	3H02018	V	F	38	L	17.39130435
4C5	2018	4C52018	V	F	39	L	15.2173913
5L8	2018	5L82018	V	F	40	L	13.04347826
3D9	2018	3D92018	V	F	41	L	10.86956522
2K1	2018	2K12018	V	F	42	L	8.695652174
85T	2018	85T2018	V	F	43	L	6.52173913
1G4	2018	1G42018	V	F	44	L	4.347826087
51Z	2018	51Z2018	V	F	45	L	2.173913043
1I6	2018	1I62018	V	F	46	L	0
61R	2018	61R2018	V	M	1	H	100
2K4	2018	2K42018	V	M	2	H	96.61016949
0M1	2018	0M12018	V	M	3	H	94.91525424
2K6	2018	2K62018	V	M	4	H	93.22033898
2K5	2018	2K52018	V	M	5	H	91.52542373
5N5	2018	5N52018	V	M	6	H	89.83050847
2K3	2018	2K32018	V	M	7	H	88.13559322
18I	2018	18I2018	V	M	8	H	86.44067797
77I	2018	77I2018	V	M	9	H	84.74576271
81O	2018	81O2018	V	M	10	H	83.05084746
12O	2018	12O2018	V	M	11	H	81.3559322
33T	2018	33T2018	V	M	12	M	79.66101695
32Z	2018	32Z2018	V	M	13	M	77.96610169
3J7	2018	3J72018	V	M	14	M	76.27118644
4E2	2018	4E22018	V	M	15	M	74.57627119
1B1	2018	1B12018	V	M	16	M	72.88135593
0G1	2018	0G12018	V	M	17	M	71.18644068
19T	2018	19T2018	V	M	18	M	69.49152542
3I9	2018	3I92018	V	M	19	M	67.79661017
2N0	2018	2N02018	V	M	20	M	66.10169492
4G8	2018	4G82018	V	M	21	M	64.40677966
4K7	2018	4K72018	V	M	22	M	62.71186441
3I6	2018	3I62018	V	M	23	M	61.01694915
3K1	2018	3K12018	V	M	24	M	59.3220339
0J4	2018	0J42018	V	M	25	M	57.62711864
8K1	2018	8K12018	V	M	26	M	55.93220339
25R	2018	25R2018	V	M	27	M	54.23728814
04T	2018	04T2018	V	M	28	M	52.54237288
1F2	2018	1F22018	V	M	29	M	50.84745763
36V	2018	36V2018	V	M	30	L	49.15254237
5K8	2018	5K82018	V	M	31	L	47.45762712
5B0	2018	5B02018	V	M	32	L	45.76271186
5J1	2018	5J12018	V	M	33	L	44.06779661
7G1	2018	7G12018	V	M	34	L	42.37288136
73S	2018	73S2018	V	M	35	L	40.6779661
9E3	2018	9E32018	V	M	36	L	38.98305085
5L4	2018	5L42018	V	M	37	L	37.28813559
1D5	2018	1D52018	V	M	38	L	35.59322034
9K9	2018	9K92018	V	M	39	L	33.89830508
0C7	2018	0C72018	V	M	40	L	32.20338983
6K5	2018	6K52018	V	M	41	L	30.50847458
3I5	2018	3I52018	V	M	42	L	28.81355932
0G8	2018	0G82018	V	M	43	L	27.11864407
0H8	2018	0H82018	V	M	44	L	25.42372881
0I9	2018	0I92018	V	M	45	L	23.72881356
2D0	2018	2D02018	V	M	46	L	22.03389831
6B8	2018	6B82018	V	M	47	L	20.33898305
3M2	2018	3M22018	V	M	48	L	18.6440678
8J3	2018	8J32018	V	M	49	L	16.94915254
11Z	2018	11Z2018	V	M	50	L	15.25423729
1E5	2018	1E52018	V	M	51	L	13.55932203
2N8	2018	2N82018	V	M	52	L	11.86440678
3B9	2018	3B92018	V	M	53	L	10.16949153
6E6	2018	6E62018	V	M	54	L	8.474576271
6I9	2018	6I92018	V	M	55	L	6.779661017
7K4	2018	7K42018	V	M	56	L	5.084745763
7M8	2018	7M82018	V	M	57	L	3.389830508
93R	2018	93R2018	V	M	58	L	1.694915254
9F9	2018	9F92018	V	M	59	L	0
